age,job,salary,marital,education,targeted,balance,housing,contact,default
31,admin.,50000,single,secondary,yes,-449,yes,cellular,no
28,services,70000,single,secondary,yes,1636,yes,cellular,no
32,management,100000,married,tertiary,yes,477,yes,telephone,no
50,entrepreneur,120000,married,tertiary,yes,433,yes,cellular,no
24,technician,60000,single,secondary,yes,81,yes,cellular,no
27,management,100000,single,tertiary,no,3347,no,cellular,no
33,services,70000,married,secondary,yes,7,yes,cellular,no
22,services,70000,single,secondary,yes,344,yes,cellular,no
34,blue-collar,20000,married,primary,yes,3868,yes,cellular,no
32,blue-collar,20000,single,secondary,yes,33,yes,cellular,no
32,management,100000,single,tertiary,no,347,yes,cellular,no
32,services,70000,single,secondary,yes,545,yes,cellular,no
36,management,100000,single,tertiary,no,10773,yes,cellular,no
33,management,100000,single,tertiary,no,2667,yes,cellular,no
43,blue-collar,20000,married,primary,yes,714,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,384,yes,cellular,no
24,services,70000,single,secondary,yes,-92,yes,cellular,no
41,blue-collar,20000,married,primary,yes,-75,yes,cellular,no
32,technician,60000,single,secondary,yes,230,yes,cellular,no
32,self-employed,60000,married,secondary,yes,-33,yes,cellular,no
31,technician,60000,single,secondary,yes,-348,yes,cellular,no
26,technician,60000,single,secondary,yes,3519,yes,cellular,no
35,blue-collar,20000,married,secondary,yes,1312,yes,cellular,no
25,admin.,50000,single,secondary,yes,845,yes,cellular,no
30,admin.,50000,single,secondary,yes,1450,yes,cellular,no
37,blue-collar,20000,single,secondary,yes,6281,yes,cellular,no
27,services,70000,married,secondary,yes,54,yes,cellular,no
33,services,70000,married,secondary,yes,-52,yes,cellular,no
36,entrepreneur,120000,married,secondary,yes,1163,yes,cellular,no
29,admin.,50000,single,secondary,yes,543,yes,cellular,no
41,services,70000,married,primary,yes,4903,yes,cellular,no
56,management,100000,divorced,tertiary,no,2959,yes,telephone,no
33,admin.,50000,single,secondary,yes,1277,yes,cellular,no
32,services,70000,single,tertiary,no,748,yes,cellular,no
33,entrepreneur,120000,married,tertiary,yes,964,yes,cellular,no
30,technician,60000,single,secondary,yes,120,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,4996,yes,cellular,no
35,blue-collar,20000,married,primary,yes,2490,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,1219,yes,cellular,no
26,management,100000,single,tertiary,no,-130,yes,cellular,yes
48,management,100000,single,tertiary,no,336,yes,cellular,no
31,blue-collar,20000,married,primary,yes,1654,yes,cellular,no
27,blue-collar,20000,single,primary,yes,-579,yes,cellular,no
43,blue-collar,20000,married,secondary,yes,95,yes,cellular,no
26,student,4000,single,tertiary,no,251,yes,cellular,no
37,admin.,50000,divorced,unknown,no,471,yes,cellular,no
31,technician,60000,married,tertiary,yes,4575,yes,telephone,no
28,management,100000,single,tertiary,no,788,yes,cellular,no
31,management,100000,single,tertiary,no,62,yes,cellular,no
32,admin.,50000,single,secondary,yes,396,yes,cellular,no
33,admin.,50000,single,secondary,yes,2717,yes,cellular,no
24,services,70000,single,secondary,yes,258,yes,cellular,no
29,blue-collar,20000,married,secondary,yes,104,yes,cellular,no
43,management,100000,single,tertiary,no,776,no,telephone,no
34,self-employed,60000,single,secondary,yes,55,yes,cellular,no
40,blue-collar,20000,married,primary,yes,2502,yes,cellular,no
23,student,4000,single,secondary,yes,1029,yes,cellular,no
35,blue-collar,20000,married,primary,yes,1749,yes,cellular,no
44,management,100000,divorced,secondary,yes,5757,yes,cellular,no
37,admin.,50000,divorced,secondary,yes,5768,yes,cellular,no
53,services,70000,single,secondary,yes,1162,yes,cellular,no
43,entrepreneur,120000,married,secondary,yes,-480,yes,cellular,no
33,admin.,50000,single,secondary,yes,2557,yes,cellular,no
29,technician,60000,single,secondary,yes,534,yes,cellular,no
42,blue-collar,20000,single,unknown,no,961,yes,cellular,no
23,services,70000,single,secondary,yes,250,yes,cellular,no
44,entrepreneur,120000,married,primary,yes,1434,yes,cellular,no
29,management,100000,single,tertiary,no,4210,yes,cellular,no
40,entrepreneur,120000,married,secondary,yes,285,no,cellular,no
29,blue-collar,20000,married,primary,yes,248,yes,cellular,no
32,blue-collar,20000,single,secondary,yes,218,yes,cellular,no
33,management,100000,married,secondary,yes,588,yes,cellular,no
58,blue-collar,20000,married,secondary,yes,1075,yes,cellular,no
44,blue-collar,20000,single,primary,yes,343,yes,cellular,no
27,blue-collar,20000,married,secondary,yes,30,no,cellular,no
29,technician,60000,single,secondary,yes,706,yes,cellular,no
42,blue-collar,20000,married,secondary,yes,429,yes,cellular,no
25,blue-collar,20000,single,secondary,yes,764,yes,cellular,no
31,blue-collar,20000,married,primary,yes,224,yes,cellular,no
27,management,100000,single,secondary,yes,565,yes,cellular,no
26,self-employed,60000,single,tertiary,no,16563,yes,cellular,no
33,blue-collar,20000,single,secondary,yes,-320,no,cellular,no
37,blue-collar,20000,married,secondary,yes,-100,yes,cellular,no
27,blue-collar,20000,single,primary,yes,5,yes,cellular,no
24,blue-collar,20000,single,secondary,yes,174,yes,cellular,no
31,management,100000,single,secondary,yes,360,yes,cellular,no
29,admin.,50000,single,secondary,yes,305,yes,cellular,no
24,technician,60000,single,secondary,yes,135,yes,cellular,no
32,services,70000,single,secondary,yes,687,yes,cellular,yes
31,blue-collar,20000,single,secondary,yes,239,yes,cellular,no
28,admin.,50000,single,secondary,yes,2290,yes,cellular,no
32,technician,60000,single,tertiary,no,-770,yes,cellular,no
41,admin.,50000,divorced,secondary,yes,1967,yes,cellular,no
38,blue-collar,20000,single,primary,yes,378,yes,cellular,no
30,technician,60000,married,secondary,yes,1211,yes,cellular,no
24,admin.,50000,single,secondary,yes,120,yes,cellular,no
25,blue-collar,20000,married,secondary,yes,148,yes,cellular,no
24,services,70000,single,secondary,yes,414,yes,cellular,no
31,blue-collar,20000,married,secondary,yes,255,yes,cellular,no
29,housemaid,16000,married,tertiary,yes,96,yes,cellular,no
27,technician,60000,married,secondary,yes,876,yes,cellular,no
43,blue-collar,20000,married,primary,yes,249,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,3950,yes,telephone,no
41,blue-collar,20000,divorced,primary,yes,-129,yes,cellular,no
44,admin.,50000,married,secondary,yes,1042,yes,cellular,no
44,blue-collar,20000,married,primary,yes,401,yes,cellular,no
36,management,100000,single,tertiary,no,1496,yes,cellular,no
31,management,100000,married,tertiary,yes,301,yes,cellular,no
26,blue-collar,20000,married,secondary,yes,160,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,330,yes,cellular,no
33,blue-collar,20000,married,primary,yes,80,yes,cellular,no
47,technician,60000,married,secondary,yes,179,yes,cellular,no
57,admin.,50000,married,secondary,yes,403,yes,cellular,no
32,admin.,50000,single,secondary,yes,211,yes,cellular,no
29,technician,60000,single,secondary,yes,1856,yes,cellular,no
30,services,70000,single,secondary,yes,438,yes,cellular,no
44,blue-collar,20000,married,secondary,yes,2979,yes,cellular,no
23,services,70000,single,secondary,yes,495,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,513,yes,cellular,no
31,admin.,50000,single,tertiary,no,493,yes,cellular,no
30,services,70000,single,secondary,yes,631,yes,cellular,no
28,admin.,50000,single,secondary,yes,-36,yes,cellular,no
28,services,70000,single,secondary,yes,290,yes,cellular,no
32,management,100000,single,tertiary,no,7290,yes,cellular,no
40,blue-collar,20000,married,unknown,no,247,yes,cellular,no
28,blue-collar,20000,single,secondary,yes,402,yes,cellular,no
36,blue-collar,20000,married,primary,yes,123,yes,cellular,no
36,services,70000,divorced,tertiary,no,162,yes,cellular,no
29,admin.,50000,married,secondary,yes,-211,yes,cellular,no
36,admin.,50000,married,secondary,yes,-294,yes,cellular,no
34,blue-collar,20000,married,primary,yes,363,yes,cellular,no
23,services,70000,single,secondary,yes,279,yes,cellular,no
39,blue-collar,20000,married,secondary,yes,4430,yes,cellular,no
33,blue-collar,20000,married,primary,yes,827,yes,cellular,no
32,management,100000,single,tertiary,no,229,yes,cellular,no
33,technician,60000,single,tertiary,no,2164,yes,cellular,no
34,entrepreneur,120000,married,tertiary,yes,121,yes,telephone,no
32,services,70000,married,secondary,yes,-489,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,5909,yes,cellular,no
35,technician,60000,married,secondary,yes,1092,no,cellular,no
53,blue-collar,20000,divorced,primary,yes,1815,yes,cellular,no
29,admin.,50000,single,secondary,yes,200,yes,cellular,no
33,services,70000,single,secondary,yes,1659,yes,cellular,no
27,technician,60000,married,tertiary,yes,8,yes,cellular,no
25,technician,60000,single,secondary,yes,7103,yes,cellular,no
29,technician,60000,married,secondary,yes,266,yes,cellular,no
27,admin.,50000,single,secondary,yes,105,yes,cellular,no
23,blue-collar,20000,single,secondary,yes,4211,yes,cellular,no
38,entrepreneur,120000,single,tertiary,no,-38,yes,cellular,yes
30,management,100000,single,tertiary,no,3410,yes,cellular,no
35,self-employed,60000,single,tertiary,no,0,yes,cellular,no
29,management,100000,married,tertiary,yes,85,yes,cellular,no
31,admin.,50000,single,secondary,yes,1374,yes,cellular,no
29,admin.,50000,single,secondary,yes,460,yes,cellular,no
42,blue-collar,20000,single,primary,yes,-376,yes,cellular,no
29,admin.,50000,married,secondary,yes,22171,yes,cellular,no
35,admin.,50000,single,secondary,yes,57,yes,cellular,no
27,services,70000,single,secondary,yes,-195,yes,cellular,no
48,admin.,50000,divorced,secondary,yes,-480,no,cellular,no
28,admin.,50000,married,secondary,yes,-76,yes,cellular,no
28,services,70000,single,secondary,yes,373,yes,cellular,no
54,services,70000,married,secondary,yes,882,yes,cellular,no
33,admin.,50000,married,secondary,yes,48,yes,cellular,no
26,management,100000,single,tertiary,no,47,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,2761,yes,cellular,no
30,technician,60000,married,secondary,yes,-146,yes,cellular,no
26,blue-collar,20000,married,secondary,yes,1702,yes,cellular,no
33,management,100000,divorced,tertiary,no,47,no,cellular,no
58,blue-collar,20000,married,secondary,yes,1859,yes,cellular,no
32,technician,60000,single,secondary,yes,55,yes,cellular,no
33,technician,60000,single,tertiary,no,8047,yes,cellular,no
40,services,70000,married,secondary,yes,278,yes,cellular,no
55,blue-collar,20000,married,secondary,yes,3917,yes,cellular,no
34,blue-collar,20000,married,secondary,yes,243,yes,cellular,no
52,admin.,50000,single,unknown,no,872,yes,telephone,no
22,student,4000,single,secondary,yes,330,yes,cellular,no
42,management,100000,married,unknown,no,933,no,cellular,no
34,blue-collar,20000,married,unknown,no,201,yes,cellular,no
30,technician,60000,single,tertiary,no,1922,yes,cellular,no
29,services,70000,single,secondary,yes,-287,yes,cellular,no
28,admin.,50000,single,secondary,yes,352,yes,cellular,no
32,blue-collar,20000,married,secondary,yes,-667,yes,cellular,no
32,admin.,50000,married,secondary,yes,97,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,1165,yes,cellular,no
30,management,100000,married,tertiary,yes,168,yes,cellular,no
33,admin.,50000,single,secondary,yes,1430,yes,cellular,no
23,technician,60000,single,secondary,yes,356,yes,cellular,no
27,management,100000,single,tertiary,no,438,yes,cellular,no
25,management,100000,married,tertiary,yes,-242,yes,cellular,no
48,services,70000,divorced,secondary,yes,-203,yes,cellular,no
30,services,70000,married,secondary,yes,1256,yes,cellular,no
39,blue-collar,20000,single,primary,yes,656,yes,cellular,no
33,services,70000,divorced,secondary,yes,90,yes,cellular,no
45,admin.,50000,divorced,secondary,yes,2353,yes,cellular,no
38,services,70000,divorced,secondary,yes,49,yes,cellular,no
37,management,100000,divorced,tertiary,no,1170,yes,cellular,no
52,blue-collar,20000,married,secondary,yes,-194,yes,cellular,no
33,management,100000,single,tertiary,no,2294,yes,cellular,no
43,services,70000,married,secondary,yes,43,yes,cellular,no
30,management,100000,single,secondary,yes,-383,yes,cellular,no
32,blue-collar,20000,married,primary,yes,268,yes,cellular,no
27,management,100000,single,tertiary,no,2802,yes,cellular,no
29,technician,60000,single,tertiary,no,615,yes,cellular,no
36,services,70000,divorced,secondary,yes,3,yes,cellular,no
28,management,100000,married,tertiary,yes,1480,yes,cellular,no
31,management,100000,single,tertiary,no,518,yes,cellular,no
37,blue-collar,20000,divorced,primary,yes,117,yes,cellular,no
31,admin.,50000,single,secondary,yes,1129,yes,cellular,no
38,blue-collar,20000,divorced,secondary,yes,-138,yes,cellular,no
29,blue-collar,20000,single,secondary,yes,391,yes,cellular,no
31,services,70000,single,secondary,yes,91,yes,cellular,no
33,blue-collar,20000,single,secondary,yes,-38,yes,cellular,no
38,services,70000,married,unknown,no,15,yes,cellular,no
55,retired,55000,divorced,tertiary,no,0,no,cellular,no
32,admin.,50000,single,secondary,yes,92,yes,cellular,no
30,blue-collar,20000,divorced,primary,yes,53,yes,cellular,no
35,blue-collar,20000,single,primary,yes,-4,yes,cellular,no
25,blue-collar,20000,single,secondary,yes,217,yes,cellular,no
29,management,100000,single,tertiary,no,797,yes,cellular,no
30,self-employed,60000,single,unknown,no,-142,yes,cellular,no
38,admin.,50000,single,secondary,yes,144,yes,cellular,no
32,admin.,50000,single,secondary,yes,3950,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,327,yes,telephone,no
25,technician,60000,married,tertiary,yes,839,yes,cellular,no
34,management,100000,single,tertiary,no,138,yes,cellular,no
29,blue-collar,20000,single,secondary,yes,922,yes,cellular,no
42,self-employed,60000,divorced,secondary,yes,35,yes,cellular,no
32,blue-collar,20000,single,secondary,yes,1670,yes,cellular,no
24,technician,60000,single,tertiary,no,10,yes,cellular,no
30,admin.,50000,single,secondary,yes,219,yes,cellular,no
26,blue-collar,20000,married,secondary,yes,697,yes,cellular,no
24,services,70000,married,secondary,yes,1354,yes,cellular,no
39,blue-collar,20000,divorced,unknown,no,463,yes,cellular,no
31,blue-collar,20000,single,primary,yes,2369,yes,cellular,no
34,blue-collar,20000,single,unknown,no,-90,yes,cellular,no
26,blue-collar,20000,single,primary,yes,37,yes,cellular,no
48,blue-collar,20000,single,unknown,no,428,yes,cellular,no
30,self-employed,60000,married,tertiary,yes,163,yes,cellular,no
33,management,100000,married,secondary,yes,180,yes,cellular,no
47,blue-collar,20000,married,primary,yes,2269,yes,cellular,no
27,services,70000,single,secondary,yes,261,yes,cellular,no
30,management,100000,divorced,tertiary,no,726,yes,cellular,no
36,housemaid,16000,single,secondary,yes,1015,yes,cellular,no
32,admin.,50000,married,secondary,yes,3540,yes,cellular,no
33,technician,60000,single,unknown,no,135,yes,cellular,no
31,technician,60000,single,tertiary,no,-162,yes,cellular,no
28,technician,60000,single,tertiary,no,1080,yes,cellular,no
30,technician,60000,single,secondary,yes,963,yes,cellular,no
30,blue-collar,20000,married,secondary,yes,-135,yes,cellular,no
27,blue-collar,20000,married,unknown,no,409,yes,cellular,no
23,blue-collar,20000,single,unknown,no,817,yes,cellular,no
29,blue-collar,20000,married,secondary,yes,275,yes,cellular,no
33,technician,60000,single,secondary,yes,315,yes,cellular,no
27,blue-collar,20000,single,primary,yes,409,yes,cellular,no
29,technician,60000,single,secondary,yes,468,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,381,yes,cellular,no
25,services,70000,single,secondary,yes,1119,yes,cellular,no
24,admin.,50000,single,secondary,yes,3505,yes,cellular,no
29,services,70000,single,secondary,yes,40,yes,cellular,no
32,blue-collar,20000,single,primary,yes,12198,yes,cellular,no
31,management,100000,single,tertiary,no,-234,yes,cellular,no
34,management,100000,single,unknown,no,6013,yes,cellular,no
29,self-employed,60000,single,tertiary,no,476,yes,cellular,no
29,admin.,50000,single,tertiary,no,1501,yes,cellular,no
56,admin.,50000,single,secondary,yes,791,yes,cellular,no
29,technician,60000,single,secondary,yes,-218,yes,cellular,no
35,management,100000,divorced,unknown,no,1043,yes,cellular,no
33,admin.,50000,single,tertiary,no,235,yes,cellular,no
30,blue-collar,20000,single,unknown,no,694,yes,cellular,no
38,entrepreneur,120000,married,tertiary,yes,170,yes,cellular,no
45,technician,60000,divorced,secondary,yes,-357,yes,cellular,no
24,blue-collar,20000,single,secondary,yes,-287,yes,cellular,no
45,unemployed,8000,single,secondary,yes,382,yes,cellular,no
27,technician,60000,divorced,secondary,yes,21,yes,cellular,no
53,blue-collar,20000,married,primary,yes,273,yes,cellular,no
40,blue-collar,20000,single,unknown,no,1074,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,0,yes,cellular,no
36,services,70000,single,secondary,yes,165,yes,cellular,no
21,student,4000,single,tertiary,no,2764,yes,cellular,no
30,blue-collar,20000,married,primary,yes,-5,yes,cellular,no
47,technician,60000,married,secondary,yes,536,yes,cellular,no
39,services,70000,single,primary,yes,471,yes,cellular,no
28,student,4000,single,tertiary,no,385,yes,telephone,no
26,blue-collar,20000,married,primary,yes,595,yes,cellular,no
28,management,100000,single,tertiary,no,-386,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,2145,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,154,yes,cellular,no
31,services,70000,single,unknown,no,919,yes,cellular,no
27,technician,60000,single,secondary,yes,2293,yes,cellular,no
35,entrepreneur,120000,single,tertiary,no,3302,yes,cellular,no
34,entrepreneur,120000,single,tertiary,no,1068,yes,cellular,no
36,admin.,50000,single,secondary,yes,319,yes,cellular,no
34,admin.,50000,single,tertiary,no,4254,yes,cellular,no
33,admin.,50000,married,secondary,yes,1077,yes,cellular,no
44,admin.,50000,divorced,secondary,yes,777,yes,cellular,no
34,blue-collar,20000,married,primary,yes,392,yes,cellular,no
25,services,70000,single,secondary,yes,-371,yes,cellular,no
39,blue-collar,20000,married,secondary,yes,161,yes,cellular,no
34,blue-collar,20000,divorced,secondary,yes,-301,yes,cellular,no
32,blue-collar,20000,married,primary,yes,-454,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,-93,yes,cellular,no
50,technician,60000,divorced,secondary,yes,116,yes,cellular,no
36,blue-collar,20000,married,secondary,yes,-73,yes,cellular,no
29,technician,60000,single,secondary,yes,577,yes,cellular,no
44,admin.,50000,married,secondary,yes,429,yes,cellular,no
27,technician,60000,single,secondary,yes,598,yes,cellular,no
27,management,100000,single,tertiary,no,574,yes,cellular,no
60,retired,55000,divorced,secondary,yes,306,yes,cellular,no
34,admin.,50000,married,secondary,yes,1158,yes,cellular,no
41,management,100000,married,tertiary,yes,1387,yes,cellular,no
57,blue-collar,20000,married,secondary,yes,2058,yes,telephone,no
40,blue-collar,20000,married,primary,yes,-35,yes,cellular,no
22,admin.,50000,single,secondary,yes,1157,yes,cellular,no
32,blue-collar,20000,married,secondary,yes,-39,yes,cellular,no
28,management,100000,single,secondary,yes,1609,yes,cellular,no
46,entrepreneur,120000,married,secondary,yes,145,yes,cellular,no
30,technician,60000,married,secondary,yes,33,yes,cellular,no
26,blue-collar,20000,single,primary,yes,-887,yes,cellular,no
35,admin.,50000,single,secondary,yes,184,yes,cellular,no
40,admin.,50000,divorced,secondary,yes,220,yes,cellular,no
44,technician,60000,single,secondary,yes,59,yes,cellular,no
27,technician,60000,married,secondary,yes,267,yes,cellular,no
30,management,100000,single,tertiary,no,264,yes,cellular,no
27,admin.,50000,single,primary,yes,528,yes,cellular,no
52,blue-collar,20000,married,secondary,yes,266,yes,cellular,no
31,services,70000,single,secondary,yes,258,yes,cellular,no
34,technician,60000,married,secondary,yes,966,yes,cellular,no
35,blue-collar,20000,divorced,secondary,yes,164,yes,cellular,no
57,services,70000,divorced,primary,yes,2225,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,240,yes,cellular,no
38,admin.,50000,single,secondary,yes,1560,yes,cellular,no
28,blue-collar,20000,married,secondary,yes,1072,yes,cellular,no
30,admin.,50000,married,secondary,yes,2678,yes,cellular,no
35,admin.,50000,married,secondary,yes,10133,no,cellular,no
23,student,4000,single,secondary,yes,234,yes,cellular,no
29,admin.,50000,single,secondary,yes,306,yes,cellular,no
30,services,70000,divorced,secondary,yes,1336,yes,cellular,no
30,admin.,50000,single,secondary,yes,3068,yes,cellular,no
47,services,70000,divorced,secondary,yes,-1730,yes,cellular,no
54,retired,55000,divorced,secondary,yes,451,no,cellular,no
34,technician,60000,divorced,secondary,yes,17,yes,cellular,no
28,technician,60000,single,secondary,yes,3,no,telephone,no
38,management,100000,single,tertiary,no,2368,yes,cellular,no
28,blue-collar,20000,single,secondary,yes,2528,yes,cellular,no
30,management,100000,single,tertiary,no,2017,yes,cellular,no
36,technician,60000,single,secondary,yes,23,yes,cellular,no
37,blue-collar,20000,married,secondary,yes,139,yes,cellular,no
36,blue-collar,20000,married,primary,yes,106,yes,cellular,no
35,blue-collar,20000,single,secondary,yes,-295,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,2752,yes,cellular,no
29,management,100000,single,tertiary,no,2637,yes,cellular,no
30,technician,60000,single,secondary,yes,778,yes,cellular,no
33,blue-collar,20000,divorced,secondary,yes,865,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,179,yes,cellular,no
43,services,70000,single,secondary,yes,-63,yes,cellular,no
35,management,100000,single,tertiary,no,-292,yes,cellular,no
23,blue-collar,20000,single,secondary,yes,668,yes,cellular,no
40,technician,60000,married,tertiary,yes,1034,yes,cellular,no
32,admin.,50000,single,unknown,no,2692,yes,cellular,no
25,blue-collar,20000,single,primary,yes,292,yes,cellular,no
33,admin.,50000,single,secondary,yes,-371,yes,cellular,no
24,services,70000,single,secondary,yes,1299,yes,cellular,no
25,blue-collar,20000,single,secondary,yes,320,yes,cellular,no
32,management,100000,married,tertiary,yes,1041,yes,cellular,no
28,entrepreneur,120000,single,tertiary,no,224,yes,cellular,no
27,unemployed,8000,single,secondary,yes,259,yes,cellular,no
42,blue-collar,20000,married,primary,yes,1687,yes,cellular,no
56,admin.,50000,married,secondary,yes,95,yes,cellular,no
40,technician,60000,single,secondary,yes,191,yes,cellular,no
34,blue-collar,20000,single,primary,yes,4723,yes,cellular,no
29,entrepreneur,120000,single,tertiary,no,219,yes,cellular,no
30,retired,55000,single,secondary,yes,48,no,cellular,no
34,management,100000,single,tertiary,no,-578,yes,cellular,no
46,entrepreneur,120000,divorced,tertiary,no,148,yes,cellular,no
49,management,100000,married,tertiary,yes,3063,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,139,yes,cellular,no
22,management,100000,single,tertiary,no,103,yes,cellular,no
32,technician,60000,single,tertiary,no,2684,yes,cellular,no
25,management,100000,married,tertiary,yes,127,yes,cellular,no
31,technician,60000,single,tertiary,no,-241,yes,cellular,no
33,blue-collar,20000,married,secondary,yes,18,yes,cellular,no
33,technician,60000,single,secondary,yes,1279,yes,cellular,no
29,blue-collar,20000,divorced,unknown,no,101,yes,cellular,no
29,management,100000,married,tertiary,yes,318,yes,cellular,no
37,admin.,50000,single,secondary,yes,16,no,cellular,no
34,blue-collar,20000,married,secondary,yes,355,yes,cellular,no
23,student,4000,single,secondary,yes,2530,yes,cellular,no
34,management,100000,married,tertiary,yes,1657,yes,cellular,no
26,services,70000,single,primary,yes,-32,yes,cellular,no
30,management,100000,married,tertiary,yes,1814,yes,cellular,no
37,blue-collar,20000,married,secondary,yes,-83,yes,cellular,no
28,blue-collar,20000,married,primary,yes,519,yes,cellular,no
22,student,4000,single,primary,yes,110,yes,cellular,no
35,admin.,50000,single,secondary,yes,181,yes,cellular,no
51,blue-collar,20000,single,primary,yes,55,yes,cellular,no
33,management,100000,single,secondary,yes,219,yes,cellular,no
27,entrepreneur,120000,married,secondary,yes,97,yes,cellular,no
29,blue-collar,20000,married,secondary,yes,1958,yes,cellular,no
34,admin.,50000,married,secondary,yes,393,yes,cellular,no
59,retired,55000,divorced,primary,yes,47,yes,telephone,no
35,management,100000,single,tertiary,no,9336,yes,cellular,no
27,blue-collar,20000,single,secondary,yes,294,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,-350,yes,cellular,no
31,blue-collar,20000,married,secondary,yes,512,yes,cellular,no
39,blue-collar,20000,divorced,primary,yes,815,yes,cellular,no
43,self-employed,60000,married,secondary,yes,487,yes,telephone,no
33,management,100000,single,tertiary,no,1304,yes,cellular,no
38,blue-collar,20000,married,primary,yes,5643,yes,cellular,no
28,technician,60000,single,secondary,yes,-16,yes,cellular,no
45,admin.,50000,single,secondary,yes,2394,yes,telephone,no
30,blue-collar,20000,single,secondary,yes,8950,yes,cellular,no
45,admin.,50000,married,secondary,yes,14,no,cellular,no
30,services,70000,single,secondary,yes,177,yes,cellular,no
30,services,70000,married,secondary,yes,1808,yes,cellular,no
34,blue-collar,20000,married,primary,yes,-1,yes,cellular,no
24,blue-collar,20000,single,primary,yes,174,yes,cellular,no
36,entrepreneur,120000,married,secondary,yes,246,yes,cellular,no
29,management,100000,divorced,tertiary,no,559,yes,cellular,no
36,blue-collar,20000,single,primary,yes,90,yes,cellular,no
48,blue-collar,20000,married,secondary,yes,5306,yes,cellular,no
32,blue-collar,20000,married,unknown,no,1267,yes,cellular,no
28,services,70000,single,secondary,yes,129,yes,cellular,no
56,blue-collar,20000,married,secondary,yes,876,yes,telephone,no
40,management,100000,divorced,tertiary,no,-75,yes,cellular,no
47,services,70000,married,secondary,yes,49,yes,cellular,no
47,blue-collar,20000,single,secondary,yes,57,yes,cellular,no
29,admin.,50000,single,secondary,yes,596,yes,cellular,no
58,management,100000,married,primary,yes,76,yes,telephone,no
31,management,100000,single,secondary,yes,1310,yes,cellular,no
25,blue-collar,20000,single,secondary,yes,84,yes,cellular,no
29,management,100000,married,tertiary,yes,1387,yes,cellular,no
34,blue-collar,20000,married,secondary,yes,463,yes,cellular,no
26,blue-collar,20000,married,primary,yes,172,yes,cellular,no
34,technician,60000,married,secondary,yes,118,yes,cellular,no
24,technician,60000,single,secondary,yes,-156,yes,cellular,no
33,self-employed,60000,single,secondary,yes,136,yes,cellular,no
27,technician,60000,single,secondary,yes,78,yes,cellular,no
57,retired,55000,married,primary,yes,341,yes,telephone,no
24,technician,60000,single,secondary,yes,-73,yes,cellular,no
28,admin.,50000,single,primary,yes,25,yes,cellular,no
33,blue-collar,20000,married,primary,yes,-132,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,583,no,cellular,no
28,services,70000,married,secondary,yes,38,yes,cellular,no
34,blue-collar,20000,single,primary,yes,18,no,cellular,no
39,technician,60000,married,secondary,yes,6,yes,cellular,no
25,blue-collar,20000,single,secondary,yes,286,yes,cellular,no
51,services,70000,married,primary,yes,636,yes,telephone,no
24,blue-collar,20000,single,secondary,yes,-398,yes,cellular,no
29,blue-collar,20000,married,secondary,yes,97,yes,cellular,no
32,blue-collar,20000,single,unknown,no,258,yes,cellular,no
27,technician,60000,married,tertiary,yes,176,yes,cellular,no
22,services,70000,married,secondary,yes,817,yes,cellular,no
24,admin.,50000,single,secondary,yes,843,yes,cellular,no
32,admin.,50000,divorced,secondary,yes,5,yes,cellular,yes
35,services,70000,married,secondary,yes,0,yes,cellular,no
31,technician,60000,married,secondary,yes,-119,yes,cellular,no
31,entrepreneur,120000,married,primary,yes,-98,yes,cellular,no
31,admin.,50000,single,secondary,yes,-422,yes,cellular,no
32,technician,60000,married,secondary,yes,580,yes,cellular,no
30,blue-collar,20000,divorced,primary,yes,-258,yes,cellular,no
40,services,70000,married,secondary,yes,664,yes,cellular,no
28,admin.,50000,married,secondary,yes,576,yes,cellular,no
31,unemployed,8000,single,secondary,yes,500,yes,cellular,no
31,blue-collar,20000,single,primary,yes,342,yes,cellular,no
40,blue-collar,20000,married,secondary,yes,503,yes,cellular,no
28,technician,60000,single,tertiary,no,426,no,cellular,no
27,technician,60000,single,secondary,yes,155,yes,cellular,no
24,entrepreneur,120000,single,secondary,yes,69,yes,cellular,no
32,admin.,50000,single,tertiary,no,902,yes,cellular,no
49,admin.,50000,married,secondary,yes,880,yes,cellular,no
27,technician,60000,single,secondary,yes,1842,yes,cellular,no
24,services,70000,married,secondary,yes,183,yes,cellular,no
35,technician,60000,married,secondary,yes,-706,yes,cellular,no
